names,prices
Murgh Malai Kebab,210.0
Kalmi Kebab,240.0
Arabic Tandoori Half,240.0
Chicken Chilly Kebab,250.0
Chicken Papad Seekh Kebab,250.0
Roti,30.0
Butter Roti,35.0
Naan,40.0
Butter Naan,45.0
Garlic Naan,50.0
Cheese Naan,60.0
Parota,40.0
Butter Parota,45.0
Aloo Parota,60.0
Veg Stuffed Parota,60.0
Kulcha,40.0
Butter Kulcha,45.0
Paneer Stuffed Kulcha,65.0
Tomato Coriander Soup,90.0
Veg Manchow Soup,90.0
Cream of Mushroom Soup,90.0
Chicken Manchow Soup,100.0
Hot and Sour Chicken Soup,100.0
Cream of Chicken Soup,100.0
Mutton Manchow Soup,120.0
Green Salad,80.0
Cucumber Salad,80.0
Boondi Raita,90.0
Mixed Veg Raita,80.0
Pineapple Juice,120.0
Watermelon Juice,120.0
Mango Juice,120.0
Vanilla Milkshake,140.0
Tea,60.0
Coffee,60.0
Mineral Water,40.0
Soda,20.0
Soft Beverage [2 liter],150.0
Russian Salad,130.0
Chicken Russian Salad,150.0
Boondi Raita,90.0
Curd [1 Plate],60.0
Mixed Veg Raita,80.0
